DEXJPUS,lag1,lag2,lag3,lag4,lag5
112.68,112.56,113.62,113.55,112.32,112.8
112.4,112.68,113.19,113.34,112.7,112.76
112.98,112.4,112.56,113.62,113.55,112.32
113.29,112.98,112.68,113.19,113.34,112.7
113.42,113.29,112.4,112.56,113.62,113.55
113.3,113.42,112.98,112.68,113.19,113.34
113.2,113.3,113.29,112.4,112.56,113.62
113.28,113.2,113.42,112.98,112.68,113.19
112.85,113.28,113.3,113.29,112.4,112.56
112.69,112.85,113.2,113.42,112.98,112.68
112.18,112.69,113.28,113.3,113.29,112.4
112.28,112.18,112.85,113.2,113.42,112.98
112.78,112.28,112.69,113.28,113.3,113.29
113.18,112.78,112.18,112.85,113.2,113.42
113.08,113.18,112.28,112.69,113.28,113.3
112.57,113.08,112.78,112.18,112.85,113.2
111.48,112.57,113.18,112.28,112.69,113.28
111.35,111.48,113.08,112.78,112.18,112.85
111.23,111.35,112.57,113.18,112.28,112.69
110.74,111.23,111.48,113.08,112.78,112.18
110.81,110.74,111.35,112.57,113.18,112.28
110.88,110.81,111.23,111.48,113.08,112.78
110.56,110.88,110.74,111.35,112.57,113.18
111.15,110.56,110.81,111.23,111.48,113.08
110.46,111.15,110.88,110.74,111.35,112.57
109.15,110.46,110.56,110.81,111.23,111.48
108.7,109.15,111.15,110.88,110.74,111.35
108.38,108.7,110.46,110.56,110.81,111.23
109.12,108.38,109.15,111.15,110.88,110.74
108.9,109.12,108.7,110.46,110.56,110.81
109.31,108.9,108.38,109.15,111.15,110.88
109.5,109.31,109.12,108.7,110.46,110.56
110.4,109.5,108.9,108.38,109.15,111.15
110.09,110.4,109.31,109.12,108.7,110.46
109.18,110.09,109.5,108.9,108.38,109.15
109.53,109.18,110.4,109.31,109.12,108.7
109,109.53,110.09,109.5,108.9,108.38
108.44,109,109.18,110.4,109.31,109.12
108.72,108.44,109.53,110.09,109.5,108.9
107.59,108.72,109,109.18,110.4,109.31
107,107.59,108.44,109.53,110.09,109.5
106.36,107,108.72,109,109.18,110.4
106.1,106.36,107.59,108.44,109.53,110.09
107.23,106.1,107,108.72,109,109.18
107.64,107.23,106.36,107.59,108.44,109.53
106.96,107.64,106.1,107,108.72,109
106.64,106.96,107.23,106.36,107.59,108.44
106.96,106.64,107.64,106.1,107,108.72
107.47,106.96,106.96,107.23,106.36,107.59
106.62,107.47,106.64,107.64,106.1,107
106.91,106.62,106.96,106.96,107.23,106.36
105.65,106.91,107.47,106.64,107.64,106.1
105.97,105.65,106.62,106.96,106.96,107.23
106.03,105.97,106.91,107.47,106.64,107.64
105.94,106.03,105.65,106.62,106.96,106.96
106.08,105.94,105.97,106.91,107.47,106.64
106.74,106.08,106.03,105.65,106.62,106.96
106.52,106.74,105.94,105.97,106.91,107.47
106.64,106.52,106.08,106.03,105.65,106.62
106.17,106.64,106.74,105.94,105.97,106.91
106.07,106.17,106.52,106.08,106.03,105.65
106.1,106.07,106.64,106.74,105.94,105.97
105.83,106.1,106.17,106.52,106.08,106.03
106.42,105.83,106.07,106.64,106.74,105.94
106.3,106.42,106.1,106.17,106.52,106.08
105.34,106.3,105.83,106.07,106.64,106.74
104.83,105.34,106.42,106.1,106.17,106.52
105,104.83,106.3,105.83,106.07,106.64
105.72,105,105.34,106.42,106.1,106.17
106.3,105.72,104.83,106.3,105.83,106.07
106.27,106.3,105,105.34,106.42,106.1
106.2,106.27,105.72,104.83,106.3,105.83
105.99,106.2,106.3,105,105.34,106.42
106.45,105.99,106.27,105.72,104.83,106.3
106.56,106.45,106.2,106.3,105,105.34
107.48,106.56,105.99,106.27,105.72,104.83
107.03,107.48,106.45,106.2,106.3,105
